Side,Price,Quantity,Total
ASK,0.0028,1,0.0028
ASK,0.0027,14,0.0370
ASK,0.0026,6,0.0155
ASK,0.0025,15,0.0369
ASK,0.0023,12,0.0272
BID,0.0022,1,0.0022
BID,0.0021,9,0.0196
BID,0.0020,18,0.0366
BID,0.0019,17,0.0331
BID,0.0018,2,0.0036
