Side,Price,Quantity,Total
ASK,2708.0,0.0049,13.269326000000001
ASK,2707.9,4.3385,11748.535937999999
ASK,2707.8,0.010799999999999999,29.245104
ASK,2707.7000000000003,0.1311,354.98163
ASK,2707.6000000000004,0.0228,61.735141999999996
ASK,2707.5,11.9626,32389.434919000003
ASK,2707.4,0.0688,186.271958
ASK,2707.3,0.0121,32.758804
ASK,2707.2000000000003,5.5851,15120.20628
ASK,2707.1000000000004,5.5341000000000005,14981.858838
ASK,2707.0,0.0045,12.181704
ASK,2706.9,0.06910000000000001,187.05366
ASK,2706.8,0.0845,228.731535
ASK,2706.7000000000003,0.1283,347.271137
ASK,2706.6000000000004,0.061,165.10540400000002
ASK,2706.5,3.0523999999999996,8261.51791
ASK,2706.4,10.9175,29547.884005000004
ASK,2706.3,0.014499999999999999,39.242419999999996
ASK,2706.2000000000003,0.019,51.419043
ASK,2706.1000000000004,0.0121,32.744573
ASK,2706.0,0.008,21.648526
ASK,2705.9,0.0178,48.166284000000005
ASK,2705.8,0.32130000000000003,869.3907650000001
ASK,2705.7000000000003,0.0171,46.268049000000005
ASK,2705.6000000000004,0.014,37.87908
ASK,2705.5,0.0073,19.750418
ASK,2705.4,0.0121,32.736436
ASK,2705.3,10.8833,29443.133475
ASK,2705.2000000000003,0.22820000000000001,617.336239
ASK,2705.1000000000004,0.0519,140.396632
ASK,2705.0,0.0584,157.97385500000001
ASK,2704.9,0.2966,802.3005159999999
ASK,2704.8,0.0208,56.260678
ASK,2704.7000000000003,0.032,86.55184200000001
ASK,2704.6000000000004,0.07239999999999999,195.818015
ASK,2704.5,1.1758000000000002,3179.987056
ASK,2704.4,0.0539,145.770452
ASK,2704.3,0.0951,257.18486399999995
ASK,2704.2000000000003,10.8412,29317.315014
ASK,2704.1000000000004,0.0166,44.888971
ASK,2704.0,0.3708,1002.669658
ASK,2703.9,2.2125999999999997,5982.869668
ASK,2703.8,0.1629,440.45771700000006
ASK,2703.7000000000003,0.0164,44.341521
ASK,2703.6000000000004,0.0121,32.714138999999996
ASK,2703.5,0.0882,238.454117
ASK,2703.4,0.0081,21.897869
ASK,2703.3,0.0557,150.574615
ASK,2703.1000000000004,0.0053,14.326801
ASK,2703.0,0.0151,40.815892000000005
ASK,2702.9,0.0816,220.563854
ASK,2702.8,10.8903,29434.955026000003
ASK,2702.7000000000003,0.1587,428.929902
ASK,2702.6000000000004,0.026,70.269058
ASK,2702.5,1.2590000000000001,3402.4823850000002
ASK,2702.4,0.0416,112.421022
ASK,2702.3,0.0298,80.529585
ASK,2702.2000000000003,0.0736,198.885586
ASK,2702.1000000000004,0.0445,120.244785
ASK,2702.0,0.0043,11.618987
ASK,2701.9,4.3113,11649.128469
ASK,2701.8,0.0265,71.59835700000001
ASK,2701.7000000000003,10.837600000000002,29280.269091
ASK,2701.6000000000004,98.004,264774.466469
ASK,2701.5,2.218,5991.9504910000005
ASK,2701.4,0.027,72.938396
ASK,2701.3,2.3489,6345.230978999999
ASK,2701.2000000000003,0.0335,90.492069
ASK,2701.1000000000004,0.0926,250.12717300000003
ASK,2701.0,0.1426,385.17202100000003
ASK,2700.9,0.4799,1296.2088430000001
ASK,2700.8,0.0319,86.157449
ASK,2700.7000000000003,1.865,5036.845752
ASK,2700.6000000000004,10.958300000000001,29594.099731000002
ASK,2700.5,3.3939999999999997,9165.534007
ASK,2700.4,0.0214,57.790224
ASK,2700.3,0.0177,47.795962
ASK,2700.2000000000003,0.8894,2401.576148
ASK,2700.1000000000004,0.095,256.512345
ASK,2700.0,0.042,113.40084
ASK,2699.9,10.9077,29450.753502000003
ASK,2699.8,0.007699999999999999,20.788672000000002
ASK,2699.7000000000003,0.0337,90.981252
ASK,2699.6000000000004,0.5072,1369.2788539999997
ASK,2699.5,128.3054,346369.428246
ASK,2699.4,1.6016,4323.51659
ASK,2699.3,11.206600000000002,30250.741885
ASK,2699.2000000000003,0.0834,225.11723600000002
ASK,2699.1000000000004,0.0858,231.588366
ASK,2699.0,0.0104,28.070349
ASK,2698.9,0.1555,419.68552800000003
ASK,2698.8,0.1366,368.66238
ASK,2698.7000000000003,0.0393,106.061347
ASK,2698.6000000000004,0.022199999999999998,59.90974599999999
ASK,2698.5,0.0849,229.10530599999998
ASK,2698.4,9.339500000000001,25202.17563
ASK,2698.3,8.2179,22174.362263000003
ASK,2698.2000000000003,10.8637,29313.303754999997
ASK,2698.1000000000004,0.17329999999999998,467.58950699999997
ASK,2698.0,0.008199999999999999,22.123725
ASK,2697.9,0.08030000000000001,216.648068
ASK,2697.8,1.8383,4959.45996
ASK,2697.7000000000003,0.0592,159.708619
ASK,2697.6000000000004,13.1717,35532.376218
ASK,2697.5,0.0508,137.037776
ASK,2697.4,1.2027,3244.264347
ASK,2697.3,9.5155,25666.814052
ASK,2697.2000000000003,3.6757,9914.391665000001
ASK,2697.1000000000004,11.2307,30291.4204
ASK,2697.0,0.0588,158.58817
ASK,2696.9,0.6545,1765.185956
ASK,2696.8,11.854899999999999,31970.769061000003
ASK,2696.7000000000003,0.0044,11.865618
ASK,2696.6000000000004,2.0844,5620.953617
ASK,2696.5,3.01,8116.675652999999
ASK,2696.4,0.0048000000000000004,12.94306
ASK,2696.3,1.8934,5105.182322000001
ASK,2696.2000000000003,9.311300000000001,25105.964752
ASK,2696.1000000000004,17.5152,47223.50715600001
ASK,2696.0,80.7462,217697.483389
ASK,2695.9,3.7289,10052.78059
ASK,2695.8,0.0077,20.758290000000002
ASK,2695.7000000000003,4.775100000000001,12872.571284000001
ASK,2695.6000000000004,0.0464,125.07866199999998
ASK,2695.5,0.0021,5.660717999999999
ASK,2695.4,1.0719,2889.2849360000005
ASK,2695.3,0.05,134.7655
ASK,2695.2000000000003,9.5884,25843.1407
ASK,2695.1000000000004,3.6670000000000003,9883.041889
ASK,2695.0,10.836500000000001,29204.584290000003
ASK,2694.9,14.406200000000002,38824.623709
ASK,2694.8,2.8942,7799.57958
ASK,2694.7000000000003,0.035800000000000005,96.47269000000001
ASK,2694.6000000000004,4.7116999999999996,12696.370133
ASK,2694.5,8.084499999999998,21783.766958
ASK,2694.4,0.0626,168.672043
ASK,2694.3,4.1318,11132.633526
ASK,2694.2000000000003,37.691700000000004,101549.35588199999
ASK,2694.1000000000004,17.236,46436.290066
ASK,2694.0,4.7702,12851.120815
ASK,2693.9,39.8476,107346.719433
ASK,2693.8,7.9536,21425.783186
ASK,2693.7000000000003,3.5842,9654.974368
ASK,2693.6000000000004,18.166,48932.344083
ASK,2693.5,6.9859,18817.190835999998
ASK,2693.4,59.1754,159384.407302
ASK,2693.3,29.2994,78913.92726
ASK,2693.2000000000003,4.9319,13282.743444
ASK,2693.1000000000004,0.0159,42.821282
ASK,2693.0,9.4214,25372.364326999996
ASK,2692.9,75.4008,203047.569103
ASK,2692.8,36.3082,97772.068731
ASK,2692.7000000000003,12.9402,34845.115757
ASK,2692.6000000000004,1.81,4873.741228999999
ASK,2692.5,57.502700000000004,154828.90097200003
ASK,2692.4,1.8237,4910.250693999999
ASK,2692.3,13.4704,36266.692706
ASK,2692.2000000000003,11.2806,30370.082726
ASK,2692.1000000000004,6.6128,17802.455269000002
ASK,2692.0,6.1117,16453.166608
ASK,2691.9,27.8156,74878.39574
ASK,2691.8,41.32599999999999,111243.55592
ASK,2691.7000000000003,9.875399999999999,26581.985496
ASK,2691.6000000000004,49.9626,134482.569337
ASK,2691.5,39.2362,105607.003979
ASK,2691.4,33.832699999999996,91059.04907499999
ASK,2691.3,6.7795,18245.70705
ASK,2691.2000000000003,7.3476,19774.28267
ASK,2691.1000000000004,38.2065,102819.316376
ASK,2691.0,62.6398,168567.07912600003
ASK,2690.9,9.7386,26206.201581
