Side,Price,Quantity,Total
ASK,2700.0,226.7027,612769.9235
ASK,2690.0,1449.9408,3905461.822955
ASK,2680.0,1384.3342,3720515.396675
BID,2680.0,1578.6412,4234282.655979
BID,2670.0,1714.7497,4587145.159725
BID,2660.0,1.0991,2934.300587
